crsCode245392,deptId35527,crsName988277,descr526335
crsCode730152,deptId316487,crsName56187,descr993160
crsCode328050,deptId651094,crsName896766,descr92716
crsCode547795,deptId546706,crsName663275,descr74691
crsCode442277,deptId701559,crsName545428,descr469010
crsCode999279,deptId539289,crsName704001,descr531006
crsCode595391,deptId133145,crsName448865,descr541206
crsCode400368,deptId582596,crsName947100,descr961530
crsCode337484,deptId226184,crsName327940,descr538278
crsCode981130,deptId451155,crsName475049,descr711135
crsCode312952,deptId961226,crsName61835,descr659256
crsCode226868,deptId244450,crsName596394,descr422977
crsCode507476,deptId175199,crsName863290,descr718989
crsCode628838,deptId682599,crsName156915,descr682271
crsCode147985,deptId512002,crsName933700,descr560049
crsCode508122,deptId550321,crsName621927,descr222304
crsCode134851,deptId418471,crsName864272,descr398967
crsCode629261,deptId324840,crsName629503,descr98774
crsCode799647,deptId775165,crsName8757,descr429438
crsCode520255,deptId318225,crsName784067,descr483516
crsCode295228,deptId401836,crsName699837,descr29168
crsCode591854,deptId489993,crsName430222,descr10298
crsCode929365,deptId176917,crsName554533,descr385600
crsCode177823,deptId920263,crsName681869,descr524189
crsCode677062,deptId922390,crsName29851,descr915945
crsCode982613,deptId651484,crsName627648,descr805665
crsCode325450,deptId342533,crsName445694,descr97459
crsCode280407,deptId275123,crsName131960,descr916905
crsCode660931,deptId747250,crsName916833,descr681839
crsCode984750,deptId962451,crsName696919,descr8130
crsCode828657,deptId568039,crsName196680,descr782647
crsCode139491,deptId552154,crsName514962,descr884582
crsCode524281,deptId382825,crsName564905,descr297969
crsCode632965,deptId176769,crsName386161,descr648628
crsCode390559,deptId99830,crsName688492,descr148939
crsCode844705,deptId3356,crsName350733,descr286394
crsCode709707,deptId558150,crsName746667,descr807869
crsCode497607,deptId628633,crsName394577,descr76141
crsCode598664,deptId381259,crsName373234,descr739852
crsCode437132,deptId294909,crsName874810,descr975981
crsCode828096,deptId340339,crsName424511,descr289539
crsCode942018,deptId440940,crsName11542,descr484292
crsCode971265,deptId590498,crsName578243,descr826681
crsCode990592,deptId12768,crsName331720,descr144933
crsCode847610,deptId318331,crsName983390,descr728079
crsCode912672,deptId872814,crsName893634,descr558894
crsCode522942,deptId337814,crsName147814,descr598513
crsCode773947,deptId233734,crsName983048,descr658728
crsCode528831,deptId63880,crsName192544,descr276818
crsCode954927,deptId103857,crsName190899,descr201988
crsCode63763,deptId457568,crsName557253,descr567026
crsCode622681,deptId734995,crsName58795,descr256285
crsCode946035,deptId982373,crsName120446,descr66393
crsCode548251,deptId303528,crsName300844,descr838650
crsCode598838,deptId282907,crsName930024,descr261210
crsCode754774,deptId286024,crsName267842,descr747658
crsCode536986,deptId857085,crsName960401,descr683411
crsCode162864,deptId247076,crsName843532,descr578791
crsCode556347,deptId563905,crsName776056,descr739817
crsCode875151,deptId174152,crsName510844,descr19094
crsCode590105,deptId751961,crsName471248,descr154574
crsCode709980,deptId297177,crsName74324,descr227331
crsCode174550,deptId380974,crsName231357,descr803901
crsCode120385,deptId633174,crsName349418,descr689095
crsCode287797,deptId769317,crsName543124,descr495930
crsCode274667,deptId689113,crsName69476,descr771235
crsCode99484,deptId185051,crsName358815,descr695444
crsCode625991,deptId231637,crsName649468,descr221252
crsCode891218,deptId160554,crsName269143,descr757795
crsCode283720,deptId196823,crsName159294,descr235263
crsCode232961,deptId607268,crsName810151,descr520716
crsCode526175,deptId984838,crsName981764,descr20819
crsCode927092,deptId231252,crsName62191,descr432250
crsCode419265,deptId375844,crsName555072,descr669164
crsCode657114,deptId878722,crsName19902,descr697252
crsCode779365,deptId152524,crsName815538,descr735579
crsCode350849,deptId273645,crsName299287,descr444620
crsCode786755,deptId653236,crsName98925,descr187424
crsCode31387,deptId565008,crsName875117,descr535740
crsCode698261,deptId97322,crsName372182,descr160611
crsCode706747,deptId193311,crsName447462,descr239560
crsCode644633,deptId784089,crsName726436,descr500724
crsCode735705,deptId426889,crsName969690,descr193744
crsCode410764,deptId842306,crsName858145,descr192976
crsCode386633,deptId393589,crsName91668,descr506748
crsCode11568,deptId653829,crsName698598,descr379996
crsCode839048,deptId369926,crsName998032,descr912896
crsCode650310,deptId287959,crsName489698,descr977769
crsCode560495,deptId541465,crsName724027,descr314967
crsCode429268,deptId269515,crsName294548,descr586928
crsCode98300,deptId421828,crsName204214,descr492490
crsCode843808,deptId207116,crsName606988,descr80533
crsCode811600,deptId527191,crsName933459,descr392360
crsCode709683,deptId563038,crsName403629,descr355494
crsCode743019,deptId958491,crsName764885,descr522125
crsCode441303,deptId654562,crsName104174,descr758619
crsCode471090,deptId81303,crsName767284,descr710621
crsCode686425,deptId74896,crsName580947,descr445461
crsCode901609,deptId408392,crsName534998,descr224775
crsCode524423,deptId880636,crsName979064,descr784416
crsCode492025,deptId579877,crsName606039,descr107460
crsCode286321,deptId530451,crsName426630,descr849011
crsCode839338,deptId496227,crsName70785,descr247062
crsCode666987,deptId643677,crsName494140,descr373228
crsCode403369,deptId348524,crsName908308,descr592204
crsCode453834,deptId184570,crsName816807,descr174870
crsCode670915,deptId768360,crsName937343,descr146554
crsCode761250,deptId523559,crsName494185,descr574052
crsCode56552,deptId861686,crsName359588,descr294339
crsCode600526,deptId295928,crsName202805,descr369397
crsCode8936,deptId78897,crsName55191,descr236433
crsCode786599,deptId36509,crsName754512,descr385168
crsCode545017,deptId987693,crsName811231,descr180056
crsCode788747,deptId355615,crsName542738,descr991783
crsCode83566,deptId513848,crsName220532,descr795544
crsCode845207,deptId411617,crsName39266,descr563797
crsCode104065,deptId32411,crsName677759,descr212634
crsCode227053,deptId362465,crsName816893,descr804385
crsCode242249,deptId697305,crsName844444,descr529648
crsCode117871,deptId120118,crsName289392,descr395195
crsCode662276,deptId342957,crsName462554,descr914742
crsCode864833,deptId126033,crsName210905,descr630268
crsCode368270,deptId469965,crsName16505,descr131797
crsCode969866,deptId661566,crsName910633,descr517799
crsCode109992,deptId613291,crsName279914,descr881148
crsCode405491,deptId631457,crsName888868,descr889580
crsCode868785,deptId462255,crsName352851,descr889639
crsCode20134,deptId374395,crsName453790,descr746209
crsCode279728,deptId198784,crsName138120,descr203354
crsCode78159,deptId738021,crsName724351,descr894217
crsCode316743,deptId752058,crsName90450,descr772773
crsCode629086,deptId778449,crsName588736,descr246799
crsCode347712,deptId585015,crsName331691,descr605919
crsCode803971,deptId856654,crsName496684,descr988809
crsCode949828,deptId896904,crsName825664,descr231915
crsCode941936,deptId344322,crsName831391,descr494839
crsCode425951,deptId314427,crsName260013,descr4728
crsCode583962,deptId299887,crsName629578,descr39170
crsCode943869,deptId181268,crsName904452,descr826363
crsCode684664,deptId324464,crsName372652,descr848127
crsCode344879,deptId3221,crsName925830,descr734453
crsCode584578,deptId593211,crsName492377,descr320108
crsCode994343,deptId267256,crsName120487,descr940720
crsCode525938,deptId413534,crsName759351,descr842415
crsCode654198,deptId395825,crsName616654,descr897283
crsCode744390,deptId699523,crsName475260,descr405276
crsCode309269,deptId60078,crsName568466,descr416523
crsCode525691,deptId229230,crsName714289,descr825069
crsCode2008,deptId667608,crsName320381,descr698098
crsCode316051,deptId867323,crsName822513,descr591177
crsCode452476,deptId816530,crsName50701,descr297770
crsCode160080,deptId893986,crsName325610,descr119999
crsCode759770,deptId541110,crsName858349,descr404016
crsCode941622,deptId854645,crsName177050,descr814282
crsCode856561,deptId239005,crsName44352,descr126987
crsCode832524,deptId65054,crsName896018,descr409164
crsCode245983,deptId873941,crsName963542,descr927755
crsCode606427,deptId20835,crsName274678,descr884244
crsCode401448,deptId554026,crsName16372,descr249036
crsCode487917,deptId984228,crsName711355,descr396314
crsCode223341,deptId607199,crsName519568,descr414578
crsCode367374,deptId583769,crsName934055,descr119552
crsCode659318,deptId608692,crsName671826,descr784749
crsCode948814,deptId669269,crsName440725,descr951184
crsCode731368,deptId154271,crsName661396,descr926900
crsCode517565,deptId629256,crsName777389,descr564866
crsCode9039,deptId562324,crsName795299,descr702347
crsCode463341,deptId978358,crsName555055,descr156084
crsCode703829,deptId984576,crsName316667,descr380863
crsCode275891,deptId493826,crsName380329,descr650930
crsCode988488,deptId13959,crsName45581,descr63526
crsCode341798,deptId346024,crsName865276,descr129517
crsCode142040,deptId681803,crsName81340,descr217953
crsCode863134,deptId594748,crsName511578,descr505541
crsCode869333,deptId113702,crsName490715,descr810203
crsCode331765,deptId925357,crsName596234,descr986818
crsCode518837,deptId776811,crsName390576,descr544264
crsCode500745,deptId357702,crsName222626,descr328980
crsCode753803,deptId364331,crsName116212,descr459689
crsCode252408,deptId964201,crsName101004,descr325336
crsCode606033,deptId631276,crsName463825,descr576773
crsCode288481,deptId443348,crsName739009,descr686099
crsCode952543,deptId82865,crsName220898,descr717999
crsCode122985,deptId22749,crsName759056,descr434102
crsCode494768,deptId937335,crsName210485,descr903748
crsCode82291,deptId508407,crsName433303,descr608666
crsCode913828,deptId264627,crsName256780,descr153579
crsCode819174,deptId987629,crsName839368,descr69891
crsCode645304,deptId73174,crsName120727,descr976981
crsCode488683,deptId666340,crsName762406,descr174303
crsCode427087,deptId38091,crsName383675,descr748412
crsCode652268,deptId362522,crsName711877,descr283590
crsCode804524,deptId909045,crsName265869,descr830053
crsCode675286,deptId337643,crsName223820,descr576057
crsCode243637,deptId489203,crsName873303,descr145184
crsCode908311,deptId532232,crsName479222,descr887524
crsCode173297,deptId536030,crsName142034,descr469572
crsCode986464,deptId265855,crsName700620,descr64989
crsCode677514,deptId14215,crsName793642,descr665653
crsCode385955,deptId607608,crsName703084,descr44196
crsCode822028,deptId992251,crsName157885,descr355296
crsCode419989,deptId647476,crsName828101,descr874467
crsCode940323,deptId230976,crsName693467,descr307899
crsCode581101,deptId388174,crsName613720,descr694446
crsCode158240,deptId69847,crsName372807,descr608839
crsCode950179,deptId475451,crsName944568,descr635905
crsCode612916,deptId225658,crsName779827,descr761423
crsCode495153,deptId340747,crsName905610,descr923398
crsCode251763,deptId378972,crsName446408,descr526952
crsCode756949,deptId269927,crsName164613,descr881742
crsCode651538,deptId292206,crsName468443,descr200305
crsCode973132,deptId872723,crsName406259,descr913365
crsCode268841,deptId748694,crsName114808,descr460754
crsCode989912,deptId554091,crsName781038,descr592896
crsCode236594,deptId265079,crsName156059,descr537086
crsCode126779,deptId892967,crsName201251,descr938335
crsCode405959,deptId399213,crsName543602,descr666162
crsCode672569,deptId892504,crsName341010,descr102509
crsCode472679,deptId180879,crsName869276,descr926838
crsCode72474,deptId811627,crsName734987,descr307405
crsCode636657,deptId419694,crsName98412,descr157656
crsCode608100,deptId271459,crsName344433,descr982732
crsCode538918,deptId791122,crsName315301,descr822006
crsCode444452,deptId877152,crsName630267,descr969956
crsCode338539,deptId400897,crsName363135,descr912434
crsCode757542,deptId766108,crsName4781,descr876980
crsCode654532,deptId919930,crsName829088,descr11197
crsCode876984,deptId383913,crsName128227,descr464458
crsCode215322,deptId342131,crsName695524,descr388238
crsCode628267,deptId564790,crsName121927,descr646235
crsCode4278,deptId218144,crsName386006,descr389994
crsCode919441,deptId717577,crsName575125,descr51079
crsCode414147,deptId809069,crsName401459,descr868892
crsCode310527,deptId69828,crsName471069,descr304727
crsCode410383,deptId376512,crsName981741,descr514875
crsCode221644,deptId415331,crsName886721,descr549889
crsCode191049,deptId523898,crsName402790,descr564648
crsCode147472,deptId788921,crsName917362,descr502560
crsCode55684,deptId829620,crsName323120,descr430159
crsCode711590,deptId335480,crsName642230,descr81149
crsCode348403,deptId949572,crsName607443,descr984867
crsCode352809,deptId125415,crsName794597,descr903243
crsCode368170,deptId369527,crsName291591,descr684771
crsCode763002,deptId666027,crsName676647,descr193316
crsCode957283,deptId980758,crsName500405,descr892186
crsCode597688,deptId588801,crsName237751,descr210255
crsCode597110,deptId24355,crsName479353,descr228440
crsCode529221,deptId281535,crsName434402,descr193147
crsCode264990,deptId888474,crsName749474,descr940923
crsCode942920,deptId883096,crsName651464,descr95938
crsCode736571,deptId231795,crsName485360,descr133355
crsCode535525,deptId599574,crsName629594,descr545641
crsCode206026,deptId562140,crsName595669,descr567063
crsCode330886,deptId77792,crsName622169,descr143132
crsCode9838,deptId437312,crsName431221,descr572730
crsCode448213,deptId187891,crsName864733,descr645300
crsCode576810,deptId101380,crsName570917,descr516506
crsCode16703,deptId60843,crsName419787,descr885874
crsCode468964,deptId85062,crsName773230,descr260485
crsCode50610,deptId564473,crsName527773,descr117315
crsCode550628,deptId477727,crsName727691,descr7571
crsCode149535,deptId409515,crsName105822,descr390075
crsCode697490,deptId62432,crsName965222,descr754217
crsCode210040,deptId52649,crsName746731,descr364956
crsCode400314,deptId256598,crsName312223,descr132978
crsCode174514,deptId267571,crsName397234,descr809870
crsCode657675,deptId118727,crsName986500,descr658725
crsCode163716,deptId940646,crsName979830,descr205094
crsCode716179,deptId678003,crsName873177,descr49796
crsCode138790,deptId753590,crsName397576,descr36961
crsCode601412,deptId380886,crsName867858,descr103000
crsCode60754,deptId745779,crsName860431,descr337383
crsCode924722,deptId181026,crsName184916,descr108216
crsCode281286,deptId198022,crsName53889,descr627402
crsCode122322,deptId195847,crsName455415,descr145856
crsCode869696,deptId763826,crsName649191,descr132742
